Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Robredo T.,Greul S.,Robredo T.,8,85,1920,475,1.14,5.0,6-2 6-2 5-7 7-6
Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Waske A.,Galvani S.,Galvani S.,90,141,455,308,1.5,2.5,6-4 6-7 4-6 6-3 14-16
Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Verdasco F.,Spadea V.,Verdasco F.,30,75,1045,540,1.44,2.62,3-6 6-4 7-6 6-3
Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Pashanski B.,Agassi A.,Agassi A.,71,20,582,1330,6.5,1.1,6-2 2-6 4-6 3-6
Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Nadal R.,Bogdanovic A.,Nadal R.,2,135,4545,318,1.04,10.0,6-4 7-6 6-4
Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Rusedski G.,Safin M.,Safin M.,40,87,830,465,2.5,1.5,4-6 4-6 4-6
Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Gonzalez F.,Horna L.,Gonzalez F.,11,52,1755,732,1.1,6.5,7-6 7-5 6-2
Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Berrer M.,Delgado J.,Delgado J.,116,447,384,61,1.61,2.2,4-6 2-6 6-3 6-3 3-6
Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Kendrick R.,Lu Y.H.,Kendrick R.,237,119,163,378,2.1,1.66,7-6 6-3 6-0
Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Muller G.,Rochus O.,Rochus O.,66,29,603,1120,3.5,1.28,4-6 5-7 3-6
Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Bracciali D.,Hrbaty D.,Bracciali D.,54,22,699,1320,1.72,2.0,6-2 6-4 6-4
Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Baker J.,Seppi A.,Seppi A.,295,68,118,590,4.0,1.22,3-6 7-6 4-6 3-6
Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Murray A.,Massu N.,Murray A.,44,33,826,955,1.33,3.25,6-1 6-4 6-4
Wimbledon,2006-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Sabau R.,Kohlschreiber P.,Kohlschreiber P.,131,88,332,459,3.25,1.33,2-6 2-6 4-6
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Nieminen J.,Daniel M.,Nieminen J.,18,80,1390,497,1.1,6.5,6-2 6-4 7-5
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,di Mauro A.,Martin A.,Martin A.,83,51,479,734,2.62,1.44,3-6 4-6 1-6
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Gaudio G.,Faurel J.C.,Gaudio G.,12,145,1745,293,1.44,2.62,7-5 3-6 6-2 6-4
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Peya A.,Labadze I.,Labadze I.,207,166,190,249,1.83,1.83,4-6 6-4 7-5 3-6 1-6
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,van Gemerden M.,Goodall J.,van Gemerden M.,106,398,404,76,2.5,1.5,6-4 7-5 7-5
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Ginepri R.,Fish M.,Fish M.,17,86,1480,471,2.1,1.66,3-6 2-6 4-6
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Lee M.,Norman D.,Lee M.,252,118,149,378,3.25,1.33,6-2 7-6 7-6
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Rochus C.,Gimelstob J.,Gimelstob J.,70,95,585,436,3.5,1.28,3-6 4-6 4-6
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Ljubicic I.,Lopez F.,Ljubicic I.,4,49,3055,810,1.36,3.0,6-3 6-4 5-7 3-6 11-9
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Udomchoke D.,Tursunov D.,Tursunov D.,97,31,432,980,5.0,1.14,1-6 4-6 2-6
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Ferrer D.,Stadler S.,Ferrer D.,19,265,1330,135,1.39,2.75,6-1 6-4 6-4
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Phau B.,Benneteau J.,Benneteau J.,61,55,629,682,2.25,1.57,7-5 4-6 2-6 6-7
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Baghdatis M.,Mackin A.,Baghdatis M.,16,367,1494,86,1.07,7.5,6-4 6-7 6-7 7-5 6-2
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Davydenko N.,Falla A.,Falla A.,6,127,2195,343,1.39,2.75,6-2 6-7 6-7 3-6
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Mayer F.,Vik R.,Mayer F.,63,74,618,553,1.33,3.25,6-3 6-3 6-3
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Montanes A.,Zib T.,Zib T.,114,126,389,352,2.62,1.44,3-6 4-6 6-7
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Pavel A.,Granollers M.,Pavel A.,79,218,499,177,1.36,3.0,7-6 6-4 6-4
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Simon G.,Grosjean S.,Grosjean S.,46,26,822,1180,4.5,1.16,4-6 2-6 4-6
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Garcia-Lopez G.,Minar I.,Garcia-Lopez G.,91,109,453,401,1.9,1.8,7-6 4-6 7-6 6-2
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Tipsarevic J.,Roddick A.,Roddick A.,101,5,427,2430,8.0,1.06,7-6 4-6 6-7 2-6
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Hewitt L.,Volandri F.,Hewitt L.,9,56,1900,676,1.01,15.0,6-1 6-1 6-3
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Saretta F.,Lee H.T.,Lee H.T.,112,102,393,422,3.5,1.28,6-7 3-6 5-7
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Nalbandian D.,Clement A.,Nalbandian D.,3,57,3360,662,1.08,7.0,6-4 6-4 6-3
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Malisse X.,Stepanek R.,Stepanek R.,43,13,826,1710,2.0,1.72,3-6 7-6 5-7 1-6
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrero J.C.,Karanusic R.,Ferrero J.C.,28,163,1130,253,1.3,3.39,6-3 7-6 6-3
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Sanguinetti D.,Ancic M.,Ancic M.,69,10,585,1885,8.0,1.06,4-6 2-6 1-6
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Blake J.,Wang Y.T.,Blake J.,7,99,2085,431,1.1,6.5,6-4 6-2 4-6 6-2
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Vliegen K.,Mahut N.,Mahut N.,34,77,927,530,1.5,2.5,4-6 4-6 3-6
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Wawrinka S.,Calleri A.,Wawrinka S.,67,58,598,652,1.83,1.83,7-6 7-5 6-3
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Bloomfield R.,Haas T.,Haas T.,259,24,140,1250,8.0,1.06,3-6 4-6 6-7
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Mirnyi M.,Philippoussis M.,Mirnyi M.,53,210,710,184,1.72,2.0,7-6 6-4 6-7 6-3
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Becker B.,Verdasco F.,Verdasco F.,161,30,256,1045,3.5,1.28,4-6 7-6 6-4 3-6 7-9
Wimbledon,2006-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Henman T.,Federer R.,1,64,7260,615,1.03,11.0,6-4 6-0 6-2
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Falla A.,Kohlschreiber P.,Kohlschreiber P.,127,88,343,459,3.0,1.36,4-6 4-6 6-3 6-7
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Nieminen J.,Lee M.,Nieminen J.,18,252,1390,149,1.12,5.5,6-4 6-0 6-3
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Kendrick R.,Nadal R.,Nadal R.,237,2,163,4545,10.0,1.04,7-6 6-3 6-7 5-7 4-6
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Agassi A.,Seppi A.,Agassi A.,20,68,1330,590,1.44,2.62,6-4 7-6 6-4
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Galvani S.,Bracciali D.,Bracciali D.,141,54,308,699,4.0,1.22,3-6 7-6 3-6 4-6
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Labadze I.,Gaudio G.,Labadze I.,166,12,249,1745,3.39,1.28,6-4 6-2 6-3
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Dlouhy L.,Bjorkman J.,Bjorkman J.,84,59,475,638,3.39,1.3,3-6 4-6 6-4 6-1 4-6
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Berdych T.,Santoro F.,Berdych T.,14,45,1635,822,1.28,3.5,6-4 6-7 2-6 7-6 6-4
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Robredo T.,Djokovic N.,Djokovic N.,8,39,1920,841,2.0,1.72,6-7 2-6 4-6
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Fish M.,van Gemerden M.,Fish M.,86,106,471,404,1.06,8.0,6-2 6-0 6-1
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Delgado J.,Grosjean S.,Grosjean S.,447,26,61,1180,9.0,1.05,3-6 6-3 2-6 3-6
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Gonzalez F.,Safin M.,Gonzalez F.,11,87,1755,465,2.25,1.57,4-6 6-7 6-4 6-4 6-4
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Gimelstob J.,Ljubicic I.,Ljubicic I.,95,4,436,3055,4.33,1.19,3-6 6-7 5-7
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Tursunov D.,Martin A.,Tursunov D.,31,51,980,734,1.1,6.5,6-1 7-5 6-4
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Zib T.,Rochus O.,Rochus O.,126,29,352,1120,5.5,1.12,1-6 1-6 0-6
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrer D.,Garcia-Lopez G.,Ferrer D.,19,91,1330,453,1.9,1.8,7-6 7-5 6-3
Wimbledon,2006-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Mayer F.,Roddick A.,Roddick A.,63,5,618,2430,6.5,1.1,4-6 1-6 2-6
Wimbledon,2006-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Hewitt L.,Lee H.T.,Hewitt L.,9,102,1900,422,1.03,11.0,6-7 6-2 7-6 6-7 6-4
Wimbledon,2006-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Benneteau J.,Murray A.,Murray A.,55,44,682,826,4.0,1.22,6-7 4-6 6-4 1-6
Wimbledon,2006-06-30,Grand Slam,Outdoor,Grass,3rd Round,5,Verdasco F.,Nalbandian D.,Verdasco F.,30,3,1045,3360,7.0,1.08,7-6 7-6 6-2
Wimbledon,2006-06-30,Grand Slam,Outdoor,Grass,3rd Round,5,Bracciali D.,Bjorkman J.,Bjorkman J.,54,59,699,638,1.61,2.2,5-7 2-6 1-6
Wimbledon,2006-06-30,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Youzhny M.,Djokovic N.,39,41,841,830,1.44,2.62,4-6 6-2 6-3 6-3
Wimbledon,2006-06-30,Grand Slam,Outdoor,Grass,3rd Round,5,Blake J.,Mirnyi M.,Mirnyi M.,7,53,2085,710,1.33,3.25,4-6 6-3 6-4 1-6 0-6
Wimbledon,2006-06-30,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Mahut N.,Federer R.,1,77,7260,530,1.0,15.0,6-3 7-6 6-4
Wimbledon,2006-06-30,Grand Slam,Outdoor,Grass,3rd Round,5,Ferrero J.C.,Stepanek R.,Stepanek R.,28,13,1130,1710,2.5,1.5,7-5 7-6 4-6 2-6 9-11
Wimbledon,2006-06-30,Grand Slam,Outdoor,Grass,3rd Round,5,Berdych T.,Haas T.,Berdych T.,14,24,1635,1250,2.0,1.72,2-6 7-5 7-6 4-6 8-6
Wimbledon,2006-07-01,Grand Slam,Outdoor,Grass,3rd Round,5,Agassi A.,Nadal R.,Nadal R.,20,2,1330,4545,2.75,1.39,6-7 2-6 4-6
Wimbledon,2006-07-01,Grand Slam,Outdoor,Grass,3rd Round,5,Tursunov D.,Ljubicic I.,Tursunov D.,31,4,980,3055,2.2,1.61,5-7 4-6 6-1 7-6 6-2
Wimbledon,2006-07-01,Grand Slam,Outdoor,Grass,3rd Round,5,Gonzalez F.,Ferrer D.,Ferrer D.,11,19,1755,1330,1.22,4.0,6-4 6-2 2-6 3-6 4-6
Wimbledon,2006-07-01,Grand Slam,Outdoor,Grass,3rd Round,5,Hewitt L.,Rochus O.,Hewitt L.,9,29,1900,1120,1.33,3.25,6-1 6-4 6-4
Wimbledon,2006-07-01,Grand Slam,Outdoor,Grass,3rd Round,5,Kohlschreiber P.,Nieminen J.,Nieminen J.,88,18,459,1390,3.0,1.36,6-1 2-6 3-6 6-7
Wimbledon,2006-07-01,Grand Slam,Outdoor,Grass,3rd Round,5,Ancic M.,Wawrinka S.,Ancic M.,10,67,1885,598,1.07,7.5,7-6 6-7 6-1 6-3
Wimbledon,2006-07-01,Grand Slam,Outdoor,Grass,3rd Round,5,Grosjean S.,Baghdatis M.,Baghdatis M.,26,16,1180,1494,1.36,3.0,6-4 4-6 4-6 1-6
Wimbledon,2006-07-01,Grand Slam,Outdoor,Grass,3rd Round,5,Murray A.,Roddick A.,Murray A.,44,5,826,2430,3.5,1.28,7-6 6-4 6-4
Wimbledon,2006-07-03,Grand Slam,Outdoor,Grass,4th Round,5,Verdasco F.,Stepanek R.,Stepanek R.,30,13,1045,1710,2.1,1.66,7-6 3-6 6-4 4-6 2-6
Wimbledon,2006-07-03,Grand Slam,Outdoor,Grass,4th Round,5,Bjorkman J.,Mirnyi M.,Bjorkman J.,59,53,638,710,2.1,1.66,6-3 7-6 4-6 2-6 6-3
Wimbledon,2006-07-03,Grand Slam,Outdoor,Grass,4th Round,3,Ferrer D.,Hewitt L.,Hewitt L.,19,9,1330,1900,6.0,1.11,4-6 4-6 6-4 5-7
Wimbledon,2006-07-03,Grand Slam,Outdoor,Grass,4th Round,5,Baghdatis M.,Murray A.,Baghdatis M.,16,44,1494,826,2.37,1.53,6-3 6-4 7-6
Wimbledon,2006-07-03,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Ancic M.,Ancic M.,39,10,841,1885,3.0,1.36,4-6 6-4 6-4 5-7 3-6
Wimbledon,2006-07-03,Grand Slam,Outdoor,Grass,4th Round,5,Nieminen J.,Tursunov D.,Nieminen J.,18,31,1390,980,2.62,1.44,7-5 6-4 6-7 6-7 9-7
Wimbledon,2006-07-03,Grand Slam,Outdoor,Grass,4th Round,5,Berdych T.,Federer R.,Federer R.,14,1,1635,7260,13.0,1.01,3-6 3-6 4-6
Wimbledon,2006-07-03,Grand Slam,Outdoor,Grass,4th Round,5,Nadal R.,Labadze I.,Nadal R.,2,166,4545,249,1.05,9.0,6-3 7-6 6-3
Wimbledon,2006-07-05,Grand Slam,Outdoor,Grass,Quarterfinals,5,Ancic M.,Federer R.,Federer R.,10,1,1885,7260,9.0,1.05,4-6 4-6 4-6
Wimbledon,2006-07-05,Grand Slam,Outdoor,Grass,Quarterfinals,5,Bjorkman J.,Stepanek R.,Bjorkman J.,59,13,638,1710,2.62,1.5,7-6 4-6 6-7 7-6 6-4
Wimbledon,2006-07-05,Grand Slam,Outdoor,Grass,Quarterfinals,5,Hewitt L.,Baghdatis M.,Baghdatis M.,9,16,1900,1494,1.38,3.0,1-6 7-5 6-7 2-6
Wimbledon,2006-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Nadal R.,Nieminen J.,Nadal R.,2,18,4545,1390,1.25,4.0,6-3 6-4 6-4
Wimbledon,2006-07-07,Grand Slam,Outdoor,Grass,Semifinals,5,Bjorkman J.,Federer R.,Federer R.,59,1,638,7260,26.0,1.0,2-6 0-6 2-6
Wimbledon,2006-07-07,Grand Slam,Outdoor,Grass,Semifinals,5,Nadal R.,Baghdatis M.,Nadal R.,2,16,4545,1494,1.39,2.87,6-1 7-5 6-3
Wimbledon,2006-07-09,Grand Slam,Outdoor,Grass,The Final,5,Nadal R.,Federer R.,Federer R.,2,1,4545,7260,5.0,1.16,0-6 6-7 7-6 3-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Roddick A.,Roddick A.,212,7,186,2415,15.0,1.01,7-6 6-7 3-6 3-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Arthurs W.,Koubek S.,Arthurs W.,163,63,258,605,3.0,1.36,1-6 6-7 7-6 6-2 6-3
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Volandri F.,Gasquet R.,Gasquet R.,45,17,809,1435,9.0,1.04,4-6 4-6 2-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Ancic M.,Soeda G.,Ancic M.,10,188,2000,214,1.04,9.0,6-4 6-3 6-2
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Calleri A.,Fleishman Z.,Fleishman Z.,26,170,1023,240,1.22,4.0,5-7 6-4 3-6 4-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Delic A.,Simon G.,Delic A.,95,48,438,751,2.1,1.66,6-3 6-0 6-2
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Jones A.,Gicquel M.,Gicquel M.,182,54,221,715,3.25,1.33,6-3 7-6 4-6 1-6 0-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Udomchoke D.,Vassallo-Arguello M.,Udomchoke D.,102,85,417,470,1.28,3.5,6-3 6-3 6-2
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Vanek J.,Hrbaty D.,Hrbaty D.,103,22,414,1183,4.33,1.19,7-6 6-7 1-6 3-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Phau B.,Federer R.,1,82,8120,483,1.0,17.0,7-5 6-0 6-4
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Andreev I.,Spadea V.,Spadea V.,136,71,340,544,1.83,1.83,2-6 6-7 1-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Bracciali D.,Monfils G.,59,66,645,560,1.33,3.25,7-6 6-7 6-4 7-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Greul S.,Lu Y.H.,Lu Y.H.,80,91,486,449,1.61,2.2,3-6 4-6 3-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Hernych J.,Youzhny M.,25,75,1075,511,1.25,3.75,7-6 6-2 6-0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Baghdatis M.,Baghdatis M.,100,11,425,1880,6.5,1.1,4-6 6-2 3-6 2-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Sela D.,Srichaphan P.,Sela D.,202,56,194,705,2.1,1.66,6-4 6-2 6-2
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Monaco J.,Mahut N.,Mahut N.,67,68,559,552,1.57,2.25,0-6 7-6 3-6 4-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Karlovic I.,Melzer J.,32,94,925,441,1.72,2.0,6-4 6-4 7-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Acasuso J.,Querrey S.,Querrey S.,28,129,995,354,1.44,2.62,7-6 4-6 1-6 3-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Bjorkman J.,Patience O.,Bjorkman J.,50,115,743,379,1.39,2.75,5-7 4-6 6-0 6-1 6-2
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Ramirez-Hidalgo R.,Robredo T.,Robredo T.,55,6,710,2455,8.5,1.05,4-6 4-6 0-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Ljubicic I.,Fish M.,42,4,841,2570,4.33,1.19,4-6 7-6 6-4 6-4
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Chiudinelli M.,Johansson T.,Johansson T.,146,72,314,524,2.25,1.57,4-6 6-3 6-1 4-6 2-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Pless K.,Ferrer D.,14,81,1610,484,1.11,6.0,7-5 6-4 6-3
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Wilson B.,Lopez F.,Lopez F.,279,79,140,486,3.75,1.25,6-7 6-4 3-6 6-7
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Llodra M.,Stepanek R.,20,93,1285,441,1.16,4.5,6-2 6-4 6-0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Devilder N.,Serra F.,Serra F.,97,76,433,510,3.5,1.28,5-7 2-6 4-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Dlouhy L.,Gabashvili T.,Dlouhy L.,99,113,428,385,2.2,1.61,6-3 6-1 6-7 6-7 16-14
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Massu N.,Djokovic N.,Djokovic N.,43,15,825,1530,4.0,1.22,1-6 1-6 0-6
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Becker B.,Safin M.,27,57,1015,695,1.14,5.0,5-7 7-6 3-6 6-3 6-4
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Berrer M.,Zverev M.,Zverev M.,157,153,275,298,1.8,1.9,4-6 6-7 6-3 4-6
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Lapentti N.,Mackin A.,Lapentti N.,69,270,552,147,1.57,2.25,6-4 6-4 6-2
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Lee H.T.,Berdych T.,Berdych T.,49,13,747,1670,4.0,1.22,1-6 2-6 2-6
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Smeets R.,Lacko L.,Smeets R.,360,193,96,205,2.1,1.66,6-2 3-6 6-1 6-4
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Almagro N.,Ginepri R.,Ginepri R.,31,52,932,725,2.62,1.44,6-4 2-6 6-4 5-7 3-6
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Starace P.,Chela J.I.,33,89,920,458,1.12,5.5,7-6 6-4 6-4
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kim K.,Wawrinka S.,Wawrinka S.,96,40,433,885,3.75,1.25,1-6 6-2 4-6 2-6
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Capdeville P.,Benneteau J.,Capdeville P.,148,36,304,902,3.25,1.33,4-6 6-7 6-2 6-1 6-2
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Vliegen K.,Kohlschreiber P.,Kohlschreiber P.,37,61,900,631,1.66,2.1,7-5 3-6 2-6 4-6
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Kendrick R.,Nadal R.,2,90,4525,458,1.08,7.0,7-6 6-3 6-2
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Goldstein P.,Nieminen J.,Nieminen J.,70,18,551,1360,3.0,1.36,7-5 2-6 6-7 4-6
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Gaudio G.,Muller G.,116,34,376,915,2.62,1.44,6-0 4-6 6-2 6-3
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Roitman S.,Davydenko N.,Davydenko N.,78,3,488,2825,7.0,1.08,2-6 5-7 2-6
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Guccione C.,Rochus O.,39,106,895,402,1.5,2.5,3-6 7-5 7-5 6-7 9-7
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Luczak P.,Kuznetsov A.,Kuznetsov A.,164,216,256,184,1.39,2.75,4-6 7-5 7-6 1-6 4-6
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Reynolds B.,Seppi A.,98,192,428,205,1.8,1.9,6-1 6-7 6-7 7-6 6-3
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Montanes A.,Haas T.,Haas T.,83,12,473,1855,10.0,1.03,5-7 1-6 6-7
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Mirnyi M.,Horna L.,Mirnyi M.,53,62,725,620,1.36,3.0,7-6 3-6 2-6 6-4 6-4
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Waske A.,Tursunov D.,Tursunov D.,107,21,398,1190,2.75,1.39,7-5 4-6 3-6 4-6
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Clement A.,Malisse X.,Clement A.,44,30,820,965,2.62,1.44,6-3 3-6 7-5 6-4
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kunitsyn I.,Santoro F.,Santoro F.,84,51,473,740,2.5,1.5,6-7 3-6 0-6
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Del Potro J.M.,di Mauro A.,Del Potro J.M.,73,92,515,447,1.1,6.5,6-3 6-3 6-1
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Korolev E.,Gonzalez F.,Gonzalez F.,87,9,459,2015,3.75,1.25,7-6 6-7 3-6 2-6
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Dancevic F.,Hanescu V.,Dancevic F.,88,759,459,20,1.33,3.25,6-3 6-3 7-6
